Player,Rank,ID,.,Tm,Pos,#,Hgt,Wgt,WS,Age,Exp,Drafted,College,Hometown,Nationality,Secondary,Salary,Ct,Personality,NYAMBI,G,GS,MPG,PPG,RPG,APG,SPG,BPG,TPG,FG%,FT%,3P%,TS%,eFG%,OBPM,DBPM,BPM,OWS,DWS,WS.1,WS48,ORtg,DRtg,NetRtg,PER,EWA,VORP,ORB%,DRB%,REB%,AST%,STL%,BLK%,TOV%,USG%,$/WS,$/WS48,Cur,Pot,Off Archetype,Def Archetype,InsS,MidS,OutS,FrT,SlfC,ShtD,BalD,FlDr,Fnsh,Play,Pass,Grav,Spac,Hndl,Iso,PstE,PnrE,BBIQ,OnBD,OffD,Help,Stl,PstD,RimP,OffR,DefR,Ath,End,FstS,Quck,Spd,Str,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,MIN_adv,PER_adv,EWA_adv,OWS_adv,DWS_adv,WS_adv,WS48_adv,BPM_adv,OBPM_adv,DBPM_adv,VORP_adv,WARP,DRE,AWS,ORtg_adv,DRtg_adv,NetRtg_adv,RAPM,ORAPM,DRAPM,TS%_adv,3PAr,FTr,ORB%_adv,DRB%_adv,TRB%_adv,AST%_adv,STL%_adv,BLK%_adv,TOV%_adv,USG%_adv,PM,BoxC,OL,Spc,aTOV,Adj3P%,MIN_hsl,SA,SAPG,CSht,CSPG,DFL,DFPG,LBR,LBPG,CD,CDPG,MIN_shot,RimM,RimA,Rim%,ClsM,ClsA,Cls%,MidM,MidA,Mid%,LngM,LngA,Lng%,SL_3PM,SL_3PA,SL_3P%,SL_FT,SL_FTA,SL_FT%,2PM 0-2ft,2PA 0-2ft,Pct_2PM_0_2ft,2PM 2-4ft,2PA 2-4ft,Pct_2PM_2_4ft,2PM 4-6ft,2PA 4-6ft,Pct_2PM_4_6ft,2PM 6+ft,2PA 6+ft,Pct_2PM_6plus,3PM 0-2ft,3PA 0-2ft,Pct_3PM_0_2ft,3PM 2-4ft,3PA 2-4ft,Pct_3PM_2_4ft,3PM 4-6ft,3PA 4-6ft,Pct_3PM_4_6ft,3PM 6+ft,3PA 6+ft,Pct_3PM_6plus,MIN_onoff,On ORtg,Off ORtg,On Net,On DRtg,Off DRtg,Off Net,Floor Net,PO_Tm,PO_G,PO_GS,PO_MPG,PO_FG,PO_FGA,PO_FG%,PO_3P,PO_3PA,PO_3P%,PO_eFG%,PO_TS%,PO_FT,PO_FTA,PO_FT%,PO_ORB,PO_DRB,PO_TRB,PO_AST,PO_STL,PO_BLK,PO_TOV,PO_PF,PO_PPG,MIN_pt,Plays,Isolation_Poss,Isolation_PTS,Isolation_PPP,Isolation_eFG,PnR_BallHandler_Poss,PnR_BallHandler_PTS,PnR_BallHandler_PPP,PnR_BallHandler_eFG,PnR_Rollman_Poss,PnR_Rollman_PTS,PnR_Rollman_PPP,PnR_Rollman_eFG,PostUp_Poss,PostUp_PTS,PostUp_PPP,PostUp_eFG,SpotUp_Poss,SpotUp_PTS,SpotUp_PPP,SpotUp_eFG,Handoff_Poss,Handoff_PTS,Handoff_PPP,Handoff_eFG,Cut_Poss,Cut_PTS,Cut_PPP,Cut_eFG,OffScreen_Poss,OffScreen_PTS,OffScreen_PPP,OffScreen_eFG,Transition_Poss,Transition_PTS,Transition_PPP,Transition_eFG,Misc_Poss,Misc_PTS,Misc_PPP,Misc_eFG,WS_actual,ValueIndex,DollarPerWS,ScorePerUsage
marcel richter,11,135799,face,Giants,C,11.0,85 -             7'1“;,248,8.7,30,9,"#2, Wolves, 2041",,Reinheim,Germany,,0,0,Dedicated,32.4,82.0,82.0,34.2,23.9,12.3,3.4,0.6,2.0,2.29,0.526,0.753,0.311,0.578,0.544,-1.5,4.6,3.1,4.0,4.8,8.7,0.1,116.5,110.6,5.9,22.1,9.2,3.6,8.0,29.5,18.6,16.1,0.8,5.3,10.0,28.7,0,0,5.0,5.0,Versatile Big,Anchor Big,17,15,12,11,11,2,17,13,9,14,17,19,4,18,8,17,14,16,2,9,19,11,19,18,19,17,12,19,10,10,4,17,9.7,18.4,0.6,2.0,4.0,5.2,2.7,9.6,12.3,3.4,0.56,2.0,2.3,2.5,2800.7,22.1,9.2,4.0,4.8,8.7,0.15,3.1,-1.5,4.6,3.6,9.7,3.9,10.2,116.5,110.6,5.9,-2.8,-2.1,-0.8,0.578,0.111,0.286,8.0,29.5,18.6,16.1,0.8,5.3,10.0,28.7,4.1,5.7,41.0,-0.2,8.1,0.28,2800.7,184.0,2.2,624.0,7.6,0.0,0.0,31.0,0.4,14.0,0.2,2800.7,452.0,661.0,0.684,175.0,449.0,0.39,92.0,185.0,0.497,21.0,43.0,0.488,52.0,167.0,0.311,430.0,324.0,0.753,235.0,529.0,0.444,321.0,536.0,0.599,115.0,228.0,0.504,121.0,212.0,0.571,0.0,3.0,0.0,9.0,39.0,0.231,18.0,61.0,0.295,25.0,64.0,0.391,2801,118.7,111.4,7.3,113.2,112.9,0.4,6.9,Giants,7.0,7.0,41.1,11.6,23.3,0.497,1.9,5.1,0.361,0.537,0.561,4.9,7.6,0.642,3.1,12.7,15.9,3.6,1.0,2.14,3.1,3.4,29.9,2800.7,1864.0,16.0,16.0,1.0,0.5,509.0,620.0,1.22,0.641,129.0,112.0,0.87,0.416,205.0,227.0,1.11,0.615,403.0,363.0,0.9,0.453,69.0,62.0,0.9,0.509,4.0,0.0,0.0,0.0,182.0,181.0,0.99,0.478,293.0,310.0,1.06,0.56,54.0,52.0,0.96,0.5,8.7,,0.0,0.832752613240418
javar bonham,12,126645,face,Rockets,C,4.0,86 -             7'2“;,261,10.6,27,8,"#1, Renegades, 2042",Washington,"Preston, Idaho",United States,,30000000,1,Dedicated,39.1,81.0,81.0,30.9,24.8,11.5,2.2,0.6,2.6,2.0,0.638,0.699,0.468,0.677,0.658,-1.1,4.9,3.8,5.9,4.7,10.6,0.2,123.9,108.9,15.0,26.3,13.5,3.7,6.0,32.1,19.3,12.0,1.0,6.8,9.8,28.1,"2,820,272","147,288,715",5.0,5.0,Roll-and-Cut Big,Anchor Big,19,4,14,10,16,5,14,19,19,8,11,16,5,3,10,17,7,20,10,15,17,10,18,17,19,17,8,9,4,13,4,19,10.0,15.7,0.6,1.3,4.1,5.9,1.8,9.8,11.5,2.2,0.63,2.64,2.0,2.8,2506.8,26.3,13.5,5.9,4.7,10.6,0.204,3.8,-1.1,4.9,3.7,9.9,7.5,11.9,123.9,108.9,15.0,0.4,-0.3,0.7,0.677,0.086,0.378,6.0,32.1,19.3,12.0,1.0,6.8,9.8,28.1,3.7,5.6,37.9,0.3,8.1,0.364,2506.8,256.0,3.2,699.0,8.6,0.0,0.0,35.0,0.4,9.0,0.1,2506.8,560.0,763.0,0.734,183.0,354.0,0.517,17.0,45.0,0.378,0.0,1.0,0.0,51.0,109.0,0.468,481.0,336.0,0.699,274.0,472.0,0.581,317.0,440.0,0.72,132.0,211.0,0.626,88.0,149.0,0.591,3.0,3.0,1.0,3.0,12.0,0.25,16.0,32.0,0.5,29.0,62.0,0.468,2507,119.3,113.1,6.2,113.4,113.4,0.1,6.1,Rockets,6.0,6.0,34.5,10.5,17.8,0.589,1.0,2.5,0.4,0.617,0.662,6.0,7.5,0.8,2.5,10.5,13.0,1.7,0.5,1.5,2.7,4.0,28.0,2506.8,1603.0,1.0,4.0,4.0,0.0,545.0,688.0,1.26,0.692,23.0,20.0,0.87,0.412,285.0,352.0,1.24,0.659,190.0,238.0,1.25,0.62,2.0,6.0,3.0,0.75,0.0,0.0,0.0,,122.0,133.0,1.09,0.6,402.0,500.0,1.24,0.651,33.0,49.0,1.48,0.8,10.6,0.4766666666666667,2830188.679245283,0.8825622775800711
antoine rigaux,13,145653,face,Huskies,C,22.0,82 -             6'10“;,232,9.3,29,10,"#1, Huskies, 2040",,,France,,35000000,4,Professional,23.4,82.0,82.0,33.6,23.3,10.8,1.7,0.7,1.9,1.96,0.53,0.88,0.357,0.63,0.584,0.1,2.1,2.2,5.3,3.9,9.3,0.2,122.0,113.1,8.9,21.1,7.7,2.9,7.6,25.7,16.6,7.4,1.0,4.8,9.6,25.6,"3,768,945","216,392,407",5.0,5.0,Roll-and-Cut Big,Mobile Big,18,15,17,19,13,5,13,19,8,3,10,7,3,10,15,19,10,13,14,8,19,2,18,17,18,19,16,11,10,15,8,16,8.7,16.4,1.8,5.0,4.1,4.7,2.5,8.3,10.8,1.7,0.71,1.89,2.0,3.1,2755.9,21.1,7.7,5.3,3.9,9.3,0.162,2.2,0.1,2.1,2.9,7.9,4.8,10.2,122.0,113.1,8.9,0.4,0.6,-0.2,0.63,0.304,0.284,7.6,25.7,16.6,7.4,1.0,4.8,9.6,25.6,5.5,3.8,33.8,-0.1,8.3,0.356,2755.9,284.0,3.5,757.0,9.2,0.0,0.0,34.0,0.4,11.0,0.1,2755.9,401.0,581.0,0.69,122.0,267.0,0.457,44.0,85.0,0.518,0.0,4.0,0.0,146.0,409.0,0.357,382.0,336.0,0.88,200.0,406.0,0.493,225.0,385.0,0.584,134.0,253.0,0.53,154.0,302.0,0.51,1.0,7.0,0.143,19.0,83.0,0.229,48.0,120.0,0.4,78.0,199.0,0.392,2756,122.6,117.3,5.3,115.2,115.2,0.0,5.3,Huskies,14.0,14.0,36.9,7.2,15.0,0.481,1.7,4.9,0.353,0.538,0.586,3.4,3.7,0.904,2.8,9.3,12.1,2.4,0.57,2.36,1.7,2.7,19.5,2755.9,1646.0,8.0,5.0,0.63,0.3,410.0,534.0,1.3,0.655,17.0,10.0,0.59,0.208,251.0,286.0,1.14,0.629,443.0,436.0,0.98,0.501,18.0,25.0,1.39,0.7,0.0,0.0,0.0,,113.0,128.0,1.13,0.565,355.0,428.0,1.21,0.608,31.0,34.0,1.1,0.556,9.3,0.3485714285714286,3763440.8602150534,0.91015625
devonte bell,14,151388,face,Predators,PG,1.0,74 -             6'2“;,205,10.0,25,6,"#1, Predators, 2044",La Salle,"Aurora, Illinois",United States,,30000000,3,Confident,30.7,79.0,79.0,32.4,25.9,3.4,7.0,1.9,0.2,2.81,0.484,0.824,0.44,0.604,0.574,4.5,1.2,5.8,6.5,3.5,10.0,0.2,122.2,113.6,8.7,22.9,9.4,5.1,4.1,6.6,5.4,32.0,2.8,0.5,11.6,30.9,"3,000,290","160,234,215",5.0,5.0,Primary Ballhandler,Point Of Attack,20,18,20,14,19,20,20,17,19,17,19,17,17,19,17,9,19,19,17,19,14,17,2,8,11,9,17,13,17,10,10,6,9.5,19.7,3.6,8.1,3.4,4.1,1.3,2.1,3.4,7.0,1.86,0.2,2.8,1.8,2563.5,22.9,9.4,6.5,3.5,10.0,0.187,5.8,4.5,1.2,5.1,13.7,5.9,10.7,122.2,113.6,8.7,3.1,0.3,2.8,0.604,0.411,0.208,4.1,6.6,5.4,32.0,2.8,0.5,11.6,30.9,7.5,15.2,54.6,1.4,7.6,0.44,2563.5,4.0,0.1,317.0,4.0,0.0,0.0,27.0,0.3,9.0,0.1,2563.5,308.0,486.0,0.634,64.0,165.0,0.388,54.0,139.0,0.388,44.0,124.0,0.355,281.0,639.0,0.44,323.0,266.0,0.824,149.0,336.0,0.443,236.0,486.0,0.486,128.0,291.0,0.44,238.0,440.0,0.541,8.0,32.0,0.25,69.0,151.0,0.457,66.0,177.0,0.373,138.0,279.0,0.495,2563,121.7,119.5,2.2,110.7,110.9,-0.2,2.4,Predators,24.0,24.0,36.5,10.5,23.3,0.452,3.5,9.0,0.389,0.527,0.562,4.0,4.7,0.841,1.8,2.0,3.9,7.9,2.38,0.08,3.9,1.8,28.5,2563.5,1885.0,628.0,699.0,1.11,0.583,5.0,9.0,1.8,0.9,159.0,163.0,1.03,0.523,371.0,451.0,1.22,0.677,420.0,445.0,1.06,0.57,128.0,115.0,0.9,0.449,56.0,42.0,0.75,0.409,10.0,7.0,0.7,0.6,106.0,102.0,0.96,0.429,2.0,0.0,0.0,,10.0,0.5033333333333333,3000000.0,0.8381877022653722
makyi olanrewaju,15,48760,face,Thunder,PG,2.0,78 -             6'6“;,212,7.8,32,14,"#2, Crusaders, 2036",Michigan State,"Lafayette, Louisiana",United States,Nigeria,40000000,3,Friendly,14.1,82.0,82.0,34.7,23.8,4.4,8.8,1.8,0.3,2.84,0.468,0.848,0.35,0.58,0.539,1.9,1.4,3.3,5.4,2.4,7.8,0.1,119.1,118.4,0.6,20.9,7.7,3.8,2.8,10.2,6.5,38.1,2.5,0.7,12.2,28.4,"5,120,942","303,970,566",5.0,5.0,Shot Creator,Point Of Attack,17,15,18,15,19,17,17,15,18,17,18,19,9,19,20,2,17,12,17,20,11,20,3,6,8,13,18,18,17,19,17,8,8.7,18.5,2.6,7.5,3.8,4.5,0.9,3.5,4.4,8.8,1.83,0.28,2.8,1.6,2849.2,20.9,7.7,5.4,2.4,7.8,0.132,3.3,1.9,1.4,3.8,10.3,5.4,10.5,119.1,118.4,0.6,-0.1,-1.5,1.4,0.58,0.406,0.242,2.8,10.2,6.5,38.1,2.5,0.7,12.2,28.4,1.6,12.8,50.3,-0.2,7.8,0.35,2849.2,15.0,0.2,419.0,5.1,0.0,0.0,37.0,0.5,15.0,0.2,2849.2,296.0,465.0,0.637,89.0,189.0,0.471,69.0,146.0,0.473,42.0,103.0,0.408,216.0,617.0,0.35,368.0,312.0,0.848,138.0,291.0,0.474,197.0,449.0,0.439,123.0,303.0,0.406,254.0,477.0,0.532,7.0,30.0,0.233,44.0,152.0,0.289,60.0,191.0,0.314,105.0,244.0,0.43,2849,118.6,118.1,0.4,116.3,116.8,-0.5,1.0,Thunder,21.0,21.0,40.0,8.5,18.6,0.456,3.2,8.6,0.372,0.542,0.579,3.4,4.0,0.847,0.8,4.0,4.8,10.9,2.57,0.24,2.4,2.1,23.6,2849.2,1880.0,575.0,517.0,0.9,0.455,12.0,9.0,0.75,0.45,291.0,265.0,0.91,0.44,377.0,471.0,1.25,0.689,315.0,314.0,1.0,0.54,181.0,223.0,1.23,0.653,18.0,11.0,0.61,0.385,21.0,8.0,0.38,0.179,89.0,116.0,1.3,0.595,1.0,2.0,2.0,1.0,7.8,0.29,5128205.128205128,0.8380281690140846
stefan ramos,16,147179,face,Tritons,C,0.0,85 -             7'1“;,243,7.4,27,8,"#2, Tritons, 2042",,San Sebastien,France,,30000000,1,Professional,24.6,81.0,81.0,31.6,21.3,9.0,1.7,0.5,1.7,1.9,0.526,0.797,0.393,0.635,0.602,-0.5,1.9,1.4,4.0,3.4,7.4,0.1,118.8,114.0,4.8,20.3,6.1,2.2,5.6,24.0,15.1,8.3,0.8,4.7,10.2,26.1,"4,074,851","217,257,477",5.0,5.0,Pick-and-Pop Big,Mobile Big,19,2,19,13,15,4,13,17,17,3,16,8,17,11,15,8,16,16,11,14,13,10,14,17,17,16,12,11,9,11,5,19,7.9,14.9,2.3,5.8,3.3,4.1,1.6,7.4,9.0,1.7,0.51,1.73,1.9,2.3,2559.2,20.3,6.1,4.0,3.4,7.4,0.138,1.4,-0.5,1.9,2.2,6.0,3.9,9.0,118.8,114.0,4.8,0.7,1.1,-0.5,0.635,0.387,0.277,5.6,24.0,15.1,8.3,0.8,4.7,10.2,26.1,3.4,4.1,34.1,0.4,8.7,0.393,2559.2,235.0,2.9,594.0,7.3,0.0,0.0,23.0,0.3,11.0,0.1,2559.2,283.0,376.0,0.753,124.0,262.0,0.473,37.0,93.0,0.398,8.0,11.0,0.727,184.0,468.0,0.393,335.0,267.0,0.797,172.0,321.0,0.536,201.0,332.0,0.605,135.0,276.0,0.489,128.0,281.0,0.456,2.0,9.0,0.222,30.0,82.0,0.366,64.0,154.0,0.416,88.0,223.0,0.395,2559,121.6,114.9,6.7,116.4,112.6,3.7,3.0,Tritons,6.0,6.0,36.6,9.0,19.8,0.454,2.7,7.7,0.348,0.521,0.582,5.7,6.3,0.895,2.0,9.5,11.5,2.7,0.33,2.83,3.0,3.0,26.3,2559.2,1488.0,22.0,25.0,1.14,0.5,358.0,457.0,1.28,0.682,90.0,86.0,0.96,0.485,132.0,170.0,1.29,0.727,575.0,620.0,1.08,0.561,20.0,21.0,1.05,0.618,9.0,7.0,0.78,0.417,76.0,65.0,0.86,0.423,183.0,236.0,1.29,0.65,23.0,19.0,0.83,0.4,7.4,0.32000000000000006,4054054.054054054,0.8160919540229885
veljko pavlovic,17,145654,face,Lumberjacks,C,33.0,86 -             7'2“;,243,10.1,29,10,"#3, Devils, 2040",,Novi Sad,Serbia,,40000000,3+1p,Confident,32.2,82.0,82.0,33.7,21.7,12.1,2.6,0.4,2.5,2.12,0.563,0.857,0.403,0.664,0.627,0.1,3.6,3.7,5.2,4.9,10.1,0.2,122.4,110.0,12.4,21.6,8.4,4.0,6.2,29.1,18.1,11.4,0.6,6.1,11.5,23.6,"3,963,288","228,491,836",5.0,5.0,Interior Playmaker,Anchor Big,19,4,17,16,8,4,18,16,18,19,17,19,5,7,8,19,12,10,3,7,13,4,17,20,17,19,3,14,11,3,4,16,8.2,14.6,1.9,4.6,3.4,3.9,2.0,10.1,12.1,2.6,0.4,2.55,2.1,2.5,2767.3,21.6,8.4,5.2,4.9,10.1,0.175,3.7,0.1,3.6,4.0,10.8,5.4,11.2,122.4,110.0,12.4,4.6,2.9,1.7,0.664,0.317,0.268,6.2,29.1,18.1,11.4,0.6,6.1,11.5,23.6,6.0,4.8,32.4,0.4,9.3,0.402,2767.3,204.0,2.5,621.0,7.6,0.0,0.0,40.0,0.5,18.0,0.2,2767.3,397.0,542.0,0.732,73.0,169.0,0.432,50.0,102.0,0.49,2.0,5.0,0.4,153.0,380.0,0.403,321.0,275.0,0.857,197.0,349.0,0.564,244.0,393.0,0.621,90.0,201.0,0.448,144.0,255.0,0.565,2.0,11.0,0.182,29.0,71.0,0.408,36.0,113.0,0.319,86.0,185.0,0.465,2767,120.4,111.9,8.5,112.0,115.5,-3.5,12.0,Lumberjacks,13.0,13.0,35.3,7.2,12.2,0.585,1.3,4.5,0.293,0.638,0.671,2.4,2.7,0.886,2.2,10.8,12.9,3.5,0.46,2.38,1.5,2.6,18.0,2767.3,1491.0,21.0,23.0,1.1,0.618,214.0,271.0,1.27,0.697,81.0,64.0,0.79,0.475,160.0,223.0,1.39,0.752,354.0,409.0,1.16,0.604,108.0,115.0,1.06,0.576,12.0,8.0,0.67,0.333,275.0,301.0,1.09,0.552,221.0,296.0,1.34,0.689,45.0,52.0,1.16,0.595,10.1,0.3525,3960396.0396039607,0.9194915254237287
sergio ortuño,18,86624,face,Vipers,C,33.0,85 -             7'1“;,228,7.8,32,12,"#5, Calaveras, 2038",,Picasent,Spain,,40000000,2,Friendly,18.8,77.0,77.0,29.7,22.7,10.2,1.6,0.4,2.3,1.74,0.534,0.854,0.433,0.662,0.635,-0.5,3.3,2.8,4.3,3.4,7.8,0.2,120.7,112.4,8.3,24.2,9.9,2.8,5.3,30.9,18.2,9.6,0.7,6.4,9.2,28.1,"5,152,249","245,611,985",5.0,5.0,Pick-and-Pop Big,Anchor Big,17,4,18,15,4,4,13,11,19,3,17,8,14,8,4,18,16,15,13,10,11,5,19,20,18,17,14,6,12,13,2,13,8.4,15.8,3.2,7.4,2.6,3.1,1.5,8.8,10.2,1.6,0.42,2.32,1.7,2.3,2288.2,24.2,9.9,4.3,3.4,7.8,0.163,2.8,-0.5,3.3,2.8,7.5,5.7,10.8,120.7,112.4,8.3,4.8,3.1,1.7,0.662,0.467,0.197,5.3,30.9,18.2,9.6,0.7,6.4,9.2,28.1,2.0,5.0,36.9,1.3,7.8,0.433,2288.2,202.0,2.6,642.0,8.3,0.0,0.0,32.0,0.4,6.0,0.1,2288.2,279.0,379.0,0.736,77.0,183.0,0.421,43.0,79.0,0.544,4.0,6.0,0.667,245.0,566.0,0.433,239.0,204.0,0.854,185.0,324.0,0.571,226.0,401.0,0.564,108.0,242.0,0.446,129.0,246.0,0.524,4.0,22.0,0.182,58.0,149.0,0.389,77.0,184.0,0.418,106.0,211.0,0.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2288.2,1436.0,15.0,9.0,0.6,0.375,258.0,342.0,1.33,0.693,44.0,49.0,1.11,0.686,119.0,171.0,1.44,0.774,703.0,813.0,1.16,0.608,18.0,21.0,1.17,0.656,10.0,7.0,0.7,0.313,119.0,147.0,1.24,0.594,129.0,143.0,1.11,0.609,21.0,30.0,1.43,0.688,7.8,0.265,5128205.128205128,0.8078291814946619
labradford reath,19,154167,face,Lumberjacks,PF,7.0,82 -             6'10“;,226,6.2,25,4,"#7, Lumberjacks, 2046",Purdue,"Mesa, Arizona",,,0,0,Dedicated,23.2,77.0,76.0,29.4,20.8,7.6,1.8,1.2,2.0,1.86,0.533,0.876,0.36,0.614,0.576,-1.4,3.4,1.9,2.3,3.9,6.2,0.1,114.6,110.5,4.1,21.4,6.6,2.3,6.3,19.4,13.2,9.3,1.9,5.4,9.9,27.7,0,0,5.0,5.0,Glue Guy,Helper,19,13,15,17,15,17,16,10,12,16,13,15,6,5,15,3,14,10,17,17,16,12,16,19,15,19,14,10,8,15,17,12,8.2,15.4,1.3,3.7,3.0,3.5,1.8,5.9,7.6,1.8,1.16,1.97,1.9,2.2,2260.5,21.4,6.6,2.3,3.9,6.2,0.132,1.9,-1.4,3.4,2.3,6.1,4.6,9.0,114.6,110.5,4.1,-0.4,-2.0,1.6,0.614,0.241,0.225,6.3,19.4,13.2,9.3,1.9,5.4,9.9,27.7,1.8,4.3,35.9,0.0,8.4,0.358,2260.5,143.0,1.9,562.0,7.3,0.0,0.0,26.0,0.3,6.0,0.1,2260.5,357.0,535.0,0.667,93.0,189.0,0.492,35.0,78.0,0.449,44.0,98.0,0.449,103.0,286.0,0.36,267.0,234.0,0.876,143.0,333.0,0.429,238.0,385.0,0.618,102.0,198.0,0.515,149.0,270.0,0.552,2.0,14.0,0.143,17.0,54.0,0.315,26.0,83.0,0.313,58.0,135.0,0.43,2261,116.2,120.0,-3.8,113.8,112.2,1.7,-5.5,Lumberjacks,13.0,13.0,29.4,7.8,14.8,0.528,0.7,2.4,0.29,0.552,0.601,3.5,3.8,0.918,1.2,6.2,7.3,1.8,1.08,2.0,1.2,2.4,19.8,2260.5,1424.0,13.0,13.0,1.0,0.545,345.0,406.0,1.18,0.601,30.0,24.0,0.8,0.32,254.0,306.0,1.2,0.654,346.0,334.0,0.97,0.507,42.0,52.0,1.24,0.676,2.0,3.0,1.5,0.75,75.0,67.0,0.89,0.424,292.0,342.0,1.17,0.604,25.0,33.0,1.32,0.684,6.2,,0.0,0.7509025270758123
cj lacruz,20,135116,face,Scorpions,PG,3.0,76 -             6'4“;,213,8.9,25,6,"#4, Scorpions, 2044",UCLA,"Los Angeles, California",United States,,30000000,3,Eccentric,25.7,73.0,73.0,31.4,21.6,3.5,8.5,1.6,0.1,2.27,0.51,0.906,0.322,0.597,0.532,2.3,0.7,3.1,6.2,2.7,8.9,0.2,124.3,115.3,9.0,22.5,8.0,2.9,3.0,8.5,5.8,41.4,2.5,0.2,11.2,27.6,"3,370,001","160,994,788",4.5,5.0,Shot Creator,Point Of Attack,17,14,11,17,20,17,18,19,20,17,18,10,9,17,14,9,19,16,19,17,15,18,3,5,8,12,18,10,15,18,19,9,8.0,15.7,0.7,2.1,4.9,5.4,0.9,2.6,3.5,8.5,1.64,0.07,2.3,1.8,2293.1,22.5,8.0,6.2,2.7,8.9,0.186,3.1,2.3,0.7,2.9,7.9,5.9,9.8,124.3,115.3,9.0,1.5,-0.1,1.6,0.597,0.132,0.342,3.0,8.5,5.8,41.4,2.5,0.2,11.2,27.6,3.0,12.3,49.8,-0.2,7.0,0.297,2293.1,12.0,0.2,314.0,4.3,0.0,0.0,33.0,0.5,11.0,0.2,2293.1,347.0,553.0,0.627,119.0,286.0,0.416,52.0,114.0,0.456,19.0,43.0,0.442,49.0,152.0,0.322,393.0,356.0,0.906,119.0,280.0,0.425,198.0,392.0,0.505,79.0,145.0,0.545,190.0,331.0,0.574,0.0,2.0,0.0,3.0,21.0,0.143,15.0,44.0,0.341,31.0,85.0,0.365,2293,117.6,118.8,-1.2,112.0,111.7,0.3,-1.5,Scorpions,14.0,14.0,38.0,9.1,19.5,0.469,1.1,4.9,0.221,0.496,0.553,5.2,6.2,0.839,1.1,2.9,3.9,9.7,2.14,0.0,3.4,2.1,24.6,2293.1,1462.0,454.0,485.0,1.07,0.528,0.0,0.0,0.0,,191.0,161.0,0.84,0.414,308.0,370.0,1.2,0.65,205.0,213.0,1.04,0.474,128.0,134.0,1.05,0.505,12.0,18.0,1.5,0.583,11.0,10.0,0.91,0.333,148.0,169.0,1.14,0.53,5.0,6.0,1.2,0.5,8.9,0.39333333333333337,3370786.5168539323,0.782608695652174
tre braun,21,69464,face,Fireballs,SG/SF,8.0,78 -             6'6“;,228,6.3,31,11,"#9, Predators, 2039",USC,"Laredo, Texas",United States,,32000000,1,Workhorse,12.9,82.0,82.0,32.1,17.6,5.4,6.1,2.2,0.5,2.13,0.452,0.931,0.333,0.564,0.521,0.7,2.1,2.8,3.0,3.3,6.3,0.1,115.9,114.8,1.1,18.2,3.5,3.2,5.0,12.0,8.4,27.3,3.2,1.3,12.0,23.1,"5,111,493","280,674,186",5.0,5.0,Secondary Creator,Wing Stopper,19,17,15,20,17,11,17,12,15,19,19,19,20,19,19,1,19,15,19,17,19,20,9,6,18,18,19,12,19,19,15,17,6.5,14.3,2.0,6.0,2.6,2.8,1.6,3.8,5.4,6.1,2.18,0.48,2.1,1.9,2635.7,18.2,3.5,3.0,3.3,6.3,0.114,2.8,0.7,2.1,3.2,8.6,4.4,8.9,115.9,114.8,1.1,-2.2,-0.8,-1.4,0.564,0.416,0.198,5.0,12.0,8.4,27.3,3.2,1.3,12.0,23.1,-0.3,7.7,38.5,-0.4,8.2,0.333,2635.7,30.0,0.4,411.0,5.0,0.0,0.0,50.0,0.6,6.0,0.1,2635.7,185.0,276.0,0.67,79.0,161.0,0.491,74.0,149.0,0.497,30.0,100.0,0.3,163.0,489.0,0.333,233.0,217.0,0.931,77.0,188.0,0.41,155.0,357.0,0.434,97.0,261.0,0.372,202.0,369.0,0.547,5.0,21.0,0.238,26.0,126.0,0.206,47.0,162.0,0.29,85.0,180.0,0.472,2636,113.6,109.6,4.0,114.2,117.5,-3.3,7.3,Fireballs,1.0,1.0,34.0,7.0,19.0,0.368,1.0,5.0,0.2,0.026,0.498,7.0,7.0,1.0,1.0,4.0,5.0,7.0,0.0,0.0,6.0,3.0,22.0,2635.7,1427.0,318.0,286.0,0.9,0.466,10.0,9.0,0.9,0.5,77.0,63.0,0.82,0.438,297.0,405.0,1.36,0.751,407.0,346.0,0.85,0.43,159.0,164.0,1.03,0.517,61.0,41.0,0.67,0.323,19.0,17.0,0.89,0.281,77.0,94.0,1.22,0.587,2.0,4.0,2.0,1.0,6.3,0.296875,5079365.079365079,0.761904761904762
